GEOID,PCT_TREE_CANOPY,PCT_IMPERVIOUS
36005046206,12.443037974683545,64.86075949367088
36005046207,12.181372549019608,73.00980392156863
36005046209,13.472485768500949,68.07210626185959
36005048401,10.302654867256637,70.64070796460177
36005048402,68.60849056603773,17.86320754716981
36081000200,1.5895953757225434,77.6242774566474
36081000600,0.7,81.04166666666667
36081000702,0.5918367346938775,86.7930029154519
36081000800,2.164319248826291,76.21126760563381
36081001000,1.1694915254237288,78.63841807909604
36081001200,5.075396825396825,72.78571428571429
36081001600,1.5,78.55357142857143
36081002400,8.557692307692308,68.75
36081002600,9.067484662576687,68.13496932515338
36081002800,5.294117647058823,72.2235294117647
36081003000,7.556451612903226,70.85483870967742
36081003100,0.26229508196721313,85.11475409836065
36081003200,2.435754189944134,77.8268156424581
36081003302,0.6016483516483516,85.0467032967033
36081004002,0.8958333333333334,81.84722222222223
36081004300,9.925925925925926,72.82539682539682
36081004500,8.771428571428572,74.03673469387755
36081004700,11.35,68.0
36081005000,30.348837209302324,32.73255813953488
36081005100,0.14473684210526316,84.60526315789474
36081005300,0.3333333333333333,82.74429223744292
36081005500,0.0,86.91304347826087
36081005700,0.0796812749003984,85.62151394422311
36081006300,0.19148936170212766,85.7404255319149
36081006501,0.0,86.72
36081006502,0.0650887573964497,85.39644970414201
36081006900,0.5064377682403434,82.53218884120172
36081007100,0.591743119266055,85.15137614678899
36081007300,0.46496815286624205,82.50955414012739
36081007500,0.0,84.09859154929578
36081007700,0.6595744680851063,83.46808510638297
36081007900,0.36464088397790057,82.59668508287292
36081008300,3.0047619047619047,78.34285714285714
36081008500,0.10666666666666667,85.04333333333334
36081009400,0.4010416666666667,80.625
36081009500,1.0819672131147542,81.26775956284153
36081009600,0.7719298245614035,79.05263157894737
36081009700,0.39111111111111113,83.54222222222222
36081009800,0.16556291390728478,80.0794701986755
36081010000,0.9760956175298805,76.14741035856574
36081010100,0.9424083769633508,81.24607329842932
36081010200,2.0693877551020408,71.48163265306123
36081010400,0.7922705314009661,74.68599033816425
36081010800,0.5689655172413793,77.5919540229885
36081011100,0.8622754491017964,83.27544910179641
36081011200,1.0483091787439613,82.54106280193237
36081011300,0.33,84.445
36081011400,0.07518796992481203,82.67669172932331
36081011500,0.44878048780487806,84.14146341463415
36081011700,0.0,83.62127659574467
36081011900,0.6290322580645161,85.75
36081012000,2.0251572327044025,75.34591194968553
36081012100,0.9019607843137255,83.77777777777777
36081012200,2.382978723404255,75.44680851063829
36081012400,1.7873303167420815,74.64253393665159
36081012601,2.8012048192771086,72.99397590361446
36081012602,3.3696969696969696,74.17575757575757
36081012800,9.813559322033898,66.7457627118644
36081014000,6.110204081632653,72.52244897959184
36081014201,1.3675213675213675,80.01709401709402
36081014300,0.0,86.09271523178808
36081014500,0.49645390070921985,81.14893617021276
36081014700,0.0,84.5939393939394
36081014800,3.0738636363636362,71.17045454545455
36081014900,0.0,86.45
36081015000,1.1333333333333333,73.16969696969697
36081015100,0.6066666666666667,84.14666666666666
36081015200,2.1497584541062804,75.28502415458937
36081015300,0.07462686567164178,82.77611940298507
36081015400,0.7168674698795181,79.01204819277109
36081015600,0.5555555555555556,78.34615384615384
36081015700,0.3120567375886525,87.28368794326241
36081015801,5.516616314199395,67.7703927492447
36081015802,0.495114006514658,77.61889250814332
36081016100,0.0,85.65833333333333
36081016400,1.8318181818181818,72.57272727272728
36081016800,3.403361344537815,71.13865546218487
36081016900,12.866141732283465,63.125984251968504
36081017000,2.5877551020408163,68.03673469387755
36081017200,3.4131455399061035,68.07981220657277
36081017400,2.4881516587677726,69.92890995260663
36081017600,3.2085308056872037,68.81042654028435
36081017800,5.264423076923077,68.44711538461539
36081017901,0.0,87.83018867924528
36081017902,0.02619047619047619,87.46904761904761
36081018000,3.519230769230769,71.25
36081018101,0.5833333333333334,84.6574074074074
36081018102,0.22429906542056074,85.77570093457943
36081018200,6.217993079584775,64.7681660899654
36081018300,11.1701244813278,71.59336099585062
36081018401,4.783410138248848,73.09216589861751
36081018402,5.3446808510638295,71.58723404255319
36081018501,1.6818181818181819,81.94545454545455
36081018502,0.7222222222222222,85.91666666666667
36081018600,7.925373134328358,65.41791044776119
36081018700,1.5018587360594795,82.10408921933086
36081018800,9.130653266331658,60.7286432160804
36081018900,0.14814814814814814,85.75308641975309
36081019000,6.389423076923077,66.52884615384616
36081019200,8.3125,69.04017857142857
36081019400,9.652818991097924,65.973293768546
36081019600,5.385542168674699,70.07630522088354
36081019800,5.891774891774892,70.54978354978356
36081019901,0.15406162464985995,87.18487394957984
36081020200,6.402366863905326,67.49112426035504
36081020400,1.996845425867508,79.87381703470031
36081020600,0.5636363636363636,81.01212121212122
36081021400,1.1560283687943262,79.725768321513
36081021602,3.3,75.8
36081021603,23.3993993993994,23.324324324324323
36081022002,6.473684210526316,67.50292397660819
36081023000,7.7923497267759565,69.39344262295081
36081023200,9.33972602739726,66.67671232876712
36081023501,0.2727272727272727,82.79220779220779
36081023502,0.1015625,84.9296875
36081023600,3.736040609137056,78.8274111675127
36081023800,0.7727272727272727,83.1875
36081025100,3.468864468864469,78.63369963369964
36081025301,2.742857142857143,79.64285714285714
36081025302,0.21008403361344538,84.38655462184875
36081025401,3.2704626334519573,72.62633451957295
36081025402,6.113744075829384,68.17061611374407
36081025500,2.622950819672131,79.0327868852459
36081025700,0.8165680473372781,82.18343195266272
36081025800,5.825531914893617,69.86808510638298
36081025900,0.46411483253588515,82.1244019138756
36081026000,10.235,65.69
36081026200,9.770700636942674,64.35668789808918
36081026400,7.51418439716312,65.7127659574468
36081026600,5.756613756613756,68.06878306878306
36081026700,0.3218884120171674,82.62231759656652
36081026901,0.42063492063492064,82.69047619047619
36081026902,0.22727272727272727,81.97727272727273
36081027000,7.014423076923077,68.5625
36081027101,0.10204081632653061,84.60204081632654
36081027102,0.18181818181818182,82.47272727272727
36081027200,5.6104651162790695,72.36627906976744
36081027302,3.302325581395349,80.97674418604652
36081027400,8.397435897435898,72.08333333333333
36081027500,1.218274111675127,82.04568527918782
36081027600,4.573033707865169,70.52247191011236
36081027701,0.7073170731707317,83.32926829268293
36081027702,4.080357142857143,79.6875
36081027800,11.523076923076923,66.35897435897436
36081027900,4.015151515151516,75.57575757575758
36081028000,8.934065934065934,69.07142857142857
36081028100,2.1907216494845363,78.5618556701031
