total_pop,median_income,poverty_all,poverty_count,no_vehicle_hh,edu_bachelors,edu_masters,edu_professional,edu_doctorate,edu_total,owner_hh,renter_hh,hh_total,limited_english,limited_english_total,state,county,tract,GEOID,poverty_rate,poverty_rate_c,edu_bachelors_plus,pct_bachelors_plus,pct_renters,pct_limited_english
2207,83289,2207,301,5,407,140,48,0,1461,133,649,782,32,2031,36,047,045600,36047045600,0.1363842319891255,-0.028974779,595,0.4072553045859001,0.829923274,0.015755785327424915
1036,87708,1036,118,31,265,115,19,52,737,308,134,442,0,968,36,047,045800,36047045800,0.1138996138996139,-0.051459397,451,0.6119402985074627,0.3031674208144796,0
3302,78155,3302,484,163,578,425,146,5,2165,614,643,1257,12,3022,36,047,046000,36047046000,0.1465778316172017,-0.018781179,1154,0.5330254041570439,0.5115354017501988,0.00397088
2448,40058,2448,347,158,423,207,46,0,1629,429,667,1096,0,2157,36,047,046201,36047046201,0.1417483660130719,-0.023610645,676,0.41497851442602823,0.6085766423357665,0
1923,88092,1856,280,39,381,152,30,7,1120,317,211,528,13,1738,36,047,046202,36047046202,0.15086206896551724,-0.014496942,570,0.5089285714285714,0.3996212121212121,0.007479862
2726,63654,2726,908,25,191,60,12,4,1227,273,341,614,0,2410,36,047,046400,36047046400,0.3330887747615554,0.1677297637609899,267,0.2176039119804401,0.5553745928338762,0
2168,39262,2168,141,83,140,186,7,0,1038,253,315,568,0,1869,36,047,046800,36047046800,0.0650369,-0.100322111,333,0.3208092485549133,0.5545774647887324,0
2662,69545,2662,428,6,243,61,19,0,1172,367,267,634,0,2271,36,047,047000,36047047000,0.16078136739293764,-0.004577644,323,0.27559726962457337,0.42113564668769715,0
3185,76833,3135,740,114,296,90,26,11,1243,251,417,668,0,2667,36,047,047200,36047047200,0.23604465709728867,0.070685646,423,0.3403057119871279,0.624251497,0
2836,61544,2836,833,62,156,133,31,20,1316,260,435,695,0,2470,36,047,047400,36047047400,0.29372355430183356,0.12836454330126804,340,0.25835866261398177,0.6258992805755396,0
3508,54149,3508,648,83,256,62,0,0,1605,370,490,860,10,3070,36,047,047600,36047047600,0.1847206385404789,0.019361627539913384,318,0.19813084112149532,0.5697674418604651,0.003257329
3950,176190,3918,418,196,1452,615,86,0,3103,458,1386,1844,0,3664,36,047,047700,36047047700,0.1066870852475753,-0.058671926,2153,0.6938446664518209,0.7516268980477223,0
4248,57228,4230,899,138,300,108,7,38,2215,405,661,1066,0,3823,36,047,047800,36047047800,0.21252955082742317,0.04717054,453,0.20451467268623025,0.6200750469043153,0
3345,35088,3345,1457,39,260,74,30,21,2052,174,790,964,20,3053,36,047,048000,36047048000,0.43557548579970107,0.2702164747991356,385,0.18762183235867447,0.8195020746887967,0.006550934
3049,103529,3049,286,66,660,491,15,39,2347,229,1111,1340,91,2902,36,047,048100,36047048100,0.093801246,-0.071557765,1205,0.5134213890072433,0.8291044776119403,0.031357684
5856,53301,5856,834,195,824,361,133,39,4379,799,1462,2261,33,5602,36,047,048200,36047048200,0.14241803278688525,-0.022940978,1357,0.3098881023064627,0.6466165413533834,0.005890753
5554,80324,5456,962,127,966,453,100,2,3655,296,1225,1521,0,5071,36,047,048400,36047048400,0.17631964809384165,0.010960637093276132,1521,0.4161422708618331,0.8053911900065747,0
2395,106893,2395,536,87,740,193,48,9,1730,161,852,1013,53,2332,36,047,048500,36047048500,0.22379958246346554,0.058440571,990,0.5722543352601156,0.84106614,0.022727272727272728
3223,58722,3204,582,100,328,118,0,12,1745,219,583,802,0,3045,36,047,048600,36047048600,0.18164794007490637,0.016288929074340847,458,0.26246418338108884,0.726932668,0
4472,72254,4385,612,240,782,704,118,11,3012,714,943,1657,6,4307,36,047,048800,36047048800,0.13956670467502852,-0.025792306,1615,0.5361885790172642,0.5691007845503923,0.001393081
3465,28503,3465,1116,0,170,0,0,0,2014,16,1520,1536,104,3136,36,047,048900,36047048900,0.3220779220779221,0.15671891107735655,170,0.084409136,0.9895833333333334,0.033163265
5297,69575,5293,629,68,864,781,39,115,3433,514,1701,2215,0,5009,36,047,049000,36047049000,0.1188361987530701,-0.046522812,1799,0.5240314593649869,0.7679458239277652,0
6905,41156,6905,2113,300,914,340,90,0,4870,505,2212,2717,68,6597,36,047,049100,36047049100,0.3060101375814627,0.1406511265808972,1344,0.27597535934291584,0.8141332351858668,0.010307715628315901
3105,99444,3072,806,115,631,415,167,42,2279,683,569,1252,0,2815,36,047,049200,36047049200,0.2623697916666667,0.097010781,1255,0.550680123,0.4544728434504792,0
2377,24153,2377,900,0,89,74,0,0,1424,0,984,984,198,2170,36,047,049301,36047049301,0.37862852334875896,0.21326951234819344,163,0.11446629213483146,1,0.09124424
5036,51860,5036,1613,121,1061,353,0,0,3979,121,2201,2322,201,4857,36,047,049302,36047049302,0.32029388403494835,0.15493487303438283,1414,0.35536566976627293,0.9478897502153316,0.04138357
4939,96791,4727,251,259,1074,585,231,280,3823,843,1336,2179,0,4680,36,047,049400,36047049400,0.053099217,-0.112259794,2170,0.5676170546691081,0.6131252868288206,0
2657,101875,2632,696,89,1139,291,115,15,2107,140,1223,1363,0,2516,36,047,049500,36047049500,0.26443768996960487,0.099078679,1560,0.7403891789273849,0.8972853998532648,0
3801,71952,3750,525,132,750,372,27,27,2491,392,857,1249,0,3648,36,047,049600,36047049600,0.14,-0.025359011,1176,0.472099558,0.6861489191353083,0
3235,129489,3235,254,70,1271,475,74,80,2696,380,1224,1604,0,2981,36,047,049700,36047049700,0.078516229,-0.086842782,1900,0.7047477744807121,0.7630922693266833,0
4051,73066,4051,261,151,924,494,102,48,2954,387,1199,1586,0,3939,36,047,049800,36047049800,0.064428536,-0.100930475,1568,0.5308056872037915,0.7559899117276166,0
2305,101250,2305,152,72,629,387,40,55,1778,296,666,962,0,2203,36,047,049900,36047049900,0.065943601,-0.09941541,1111,0.624859393,0.6923076923076923,0
2150,113780,2150,125,70,488,361,99,33,1745,468,423,891,0,2086,36,047,050001,36047050001,0.058139535,-0.107219476,981,0.5621776504297994,0.47474747474747475,0
1886,117708,1886,32,135,414,410,79,16,1304,290,391,681,0,1637,36,047,050002,36047050002,0.016967126193001062,-0.148391885,919,0.7047546012269938,0.5741556534508077,0
3092,103846,3092,432,156,891,350,78,13,2596,286,1234,1520,26,2981,36,047,050100,36047050100,0.13971539456662355,-0.025643616,1332,0.5130970724191063,0.8118421052631579,0.008721905
2505,93995,2505,169,213,686,419,63,46,1962,727,429,1156,0,2372,36,047,050202,36047050202,0.06746507,-0.097893941,1214,0.6187563710499491,0.3711072664359862,0
2745,151250,2745,184,140,918,346,28,58,1952,250,1133,1383,26,2594,36,047,050300,36047050300,0.067030965,-0.098328046,1350,0.6915983606557377,0.81923355,0.010023130300693909
2988,139947,2988,287,77,751,628,170,35,2308,274,950,1224,0,2747,36,047,050401,36047050401,0.09605087,-0.069308141,1584,0.6863084922010398,0.7761437908496732,0
1873,136825,1873,188,424,525,280,19,66,1550,528,413,941,2,1674,36,047,050402,36047050402,0.1003737319807795,-0.064985279,890,0.5741935483870968,0.43889479277364507,0.001194743
4336,70361,4336,1288,74,871,468,22,30,3175,159,1788,1947,43,4013,36,047,050500,36047050500,0.29704797047970477,0.13168895947913925,1391,0.43811023622047246,0.9183359013867488,0.010715176
5970,71316,5888,846,142,898,404,34,56,4115,377,1753,2130,0,5699,36,047,050600,36047050600,0.1436820652173913,-0.021676946,1392,0.33827460510328067,0.8230046948356807,0
3899,54342,3899,1556,61,130,126,64,0,1196,187,505,692,8,3107,36,047,050700,36047050700,0.3990766863298282,0.23371767532926266,320,0.26755852842809363,0.7297687861271677,0.002574831
3919,68125,3918,759,0,358,302,12,36,2830,0,1435,1435,89,3686,36,047,050801,36047050801,0.19372128637059724,0.028362275,708,0.25017667844522967,1,0.024145415084102007
2880,77625,2878,603,23,465,270,72,25,2235,39,1053,1092,0,2718,36,047,050803,36047050803,0.20952050034746353,0.044161489,832,0.37225950782997763,0.9642857142857143,0
6408,98729,6408,575,57,1468,567,114,111,4801,293,2367,2660,0,6024,36,047,050804,36047050804,0.089731586,-0.075627425,2260,0.4707352634867736,0.8898496240601503,0
5532,35333,5532,3788,31,218,26,0,18,1626,257,721,978,31,4225,36,047,050900,36047050900,0.6847433116413594,0.5193843006407939,262,0.16113161131611317,0.7372188139059305,0.007337278
4987,57464,4987,1017,0,475,225,0,0,3099,0,1636,1636,0,4353,36,047,051001,36047051001,0.20393021856827753,0.038571208,700,0.22587931590835753,1,0
4351,60193,4351,562,63,432,328,32,83,3090,118,1665,1783,0,4181,36,047,051002,36047051002,0.12916570903240635,-0.036193302,875,0.28317152103559873,0.9338194054963544,0
4064,72803,4064,938,27,1053,344,12,11,3482,186,1766,1952,182,3869,36,047,051100,36047051100,0.23080708661417323,0.065448076,1420,0.40781160252728316,0.9047131147540983,0.047040579
6576,95236,6576,842,99,950,751,44,43,4927,340,2057,2397,0,6192,36,047,051200,36047051200,0.12804136253041362,-0.037317648,1788,0.3628983154049117,0.8581560283687943,0
5570,126358,5538,970,75,1860,582,111,21,4364,263,2257,2520,92,5198,36,047,051300,36047051300,0.17515348501263994,0.009794474,2574,0.5898258478460129,0.8956349206349207,0.017699115044247787
7496,93630,7496,729,133,1487,450,35,0,5679,321,2386,2707,0,7130,36,047,051400,36047051400,0.097251868,-0.068107143,1972,0.34724423313963726,0.8814185445142224,0
2805,183056,2790,240,85,1232,392,149,42,2318,291,953,1244,0,2687,36,047,051500,36047051500,0.086021505,-0.079337506,1815,0.7830025884383088,0.7660771704180064,0
5087,63672,5069,1039,41,628,265,59,14,3387,90,1838,1928,0,4735,36,047,051601,36047051601,0.20497139475241666,0.039612384,966,0.28520814880425155,0.9533195020746889,0
3829,66875,3661,413,37,456,108,19,9,2727,37,1396,1433,26,3699,36,047,051602,36047051602,0.11281070745697896,-0.052548304,592,0.21708837550421708,0.9741800418702024,0.007028927
2791,191964,2791,184,124,1130,520,54,19,2324,337,1062,1399,0,2624,36,047,051700,36047051700,0.065926191,-0.09943282,1723,0.7413941480206541,0.7591136526090064,0
3368,92098,3353,328,168,842,581,112,74,2653,558,1005,1563,18,3155,36,047,051800,36047051800,0.097822845,-0.067536166,1609,0.606483227,0.6429942418426103,0.00570523
5155,205184,5155,359,70,2483,805,701,84,4634,406,2736,3142,0,5002,36,047,051900,36047051900,0.069641125,-0.095717886,4073,0.8789382822615451,0.8707829408020369,0
3598,118343,3598,588,79,644,394,93,87,2818,420,876,1296,64,3319,36,047,052000,36047052000,0.16342412451361868,-0.001934886,1218,0.43222143364088006,0.6759259259259259,0.019282916541126845
5236,91111,5236,1183,262,1386,284,89,45,3848,452,1762,2214,166,5092,36,047,052300,36047052300,0.22593582887700533,0.060576817876439815,1804,0.4688149688149688,0.7958446251129178,0.032600157
3412,30078,3412,1110,0,482,111,0,16,2094,0,1331,1331,18,3076,36,047,052500,36047052500,0.32532239155920284,0.15996338055863732,609,0.29083094555873923,1,0.005851756
4134,83152,4093,594,22,891,684,84,90,3075,370,1436,1806,22,3749,36,047,052600,36047052600,0.14512582457854875,-0.020233186,1749,0.568780488,0.7951273532668881,0.005868232
6518,61563,6512,1004,62,1298,258,40,0,4515,161,2223,2384,375,6183,36,047,052700,36047052700,0.1541769041769042,-0.011182107,1596,0.35348837209302325,0.9324664429530202,0.06065017
1858,120156,1843,87,89,376,399,71,55,1374,419,263,682,15,1660,36,047,052800,36047052800,0.047205643,-0.118153368,901,0.6557496360989811,0.38563049853372433,0.009036145
3026,38690,3022,1072,9,408,38,30,0,1912,104,806,910,85,2714,36,047,052900,36047052900,0.35473196558570486,0.18937295458513934,476,0.2489539748953975,0.8857142857142857,0.031319086
3787,68234,3783,1130,36,362,701,67,0,2456,261,954,1215,0,3525,36,047,053000,36047053000,0.2987047316944224,0.1333457206938569,1130,0.4600977198697068,0.7851851851851852,0
2137,19392,2137,1249,72,104,84,43,0,767,108,457,565,0,1698,36,047,053101,36047053101,0.5844642021525503,0.41910519115198486,231,0.3011734028683181,0.8088495575221238,0
5991,66487,5991,2490,15,132,89,0,0,1918,258,878,1136,0,5339,36,047,053102,36047053102,0.4156234351527291,0.25026442415216354,221,0.11522419186652763,0.772887324,0
2598,70816,2598,387,125,274,324,80,40,1644,462,434,896,0,2282,36,047,053200,36047053200,0.1489607390300231,-0.016398272,718,0.4367396593673966,0.484375,0
6540,27359,6468,2969,178,162,144,18,2,2568,377,1158,1535,23,5571,36,047,053300,36047053300,0.4590290661719233,0.2936700551713578,326,0.12694704049844235,0.7543973941368078,0.004128523
4827,58800,4658,814,36,593,270,40,0,2878,277,1101,1378,7,4383,36,047,053400,36047053400,0.17475311292400172,0.009394102,903,0.3137595552466991,0.7989840348330914,0.00159708
4334,27083,4334,2256,31,108,89,14,0,1478,138,793,931,0,3399,36,047,053500,36047053500,0.5205353022611906,0.3551762912606251,211,0.14276048714479025,0.8517722878625135,0
4289,42143,4117,1775,52,67,33,6,0,1600,198,572,770,0,3337,36,047,053700,36047053700,0.431139179,0.2657801680132795,106,0.06625,0.7428571428571429,0
5995,67521,5990,803,47,1152,495,84,138,4067,418,1947,2365,0,5482,36,047,053800,36047053800,0.1340567612687813,-0.03130225,1869,0.459552496,0.8232558139534883,0
2810,32321,2810,1565,52,107,56,0,0,1439,135,794,929,14,2510,36,047,053900,36047053900,0.5569395017793595,0.391580491,163,0.113273106,0.8546824542518837,0.005577689
3872,60750,3872,843,68,628,472,77,45,2778,331,1207,1538,80,3677,36,047,054200,36047054200,0.21771694214876033,0.052357931148194814,1222,0.4398848092152628,0.7847854356306893,0.021756867011150396
3975,70927,3975,472,87,773,527,138,105,2491,430,857,1287,0,3577,36,047,054400,36047054400,0.11874213836477987,-0.046616873,1543,0.6194299478121237,0.6658896658896659,0
7806,34091,7806,3660,75,459,274,143,24,3964,75,2432,2507,132,7147,36,047,054500,36047054500,0.46887009992313605,0.3035110889225705,900,0.22704339051463168,0.9700837654567211,0.018469288
5348,60725,5331,1266,43,1054,394,184,57,3834,333,1673,2006,0,4914,36,047,054600,36047054600,0.23747889701744512,0.072119886,1689,0.4405320813771518,0.8339980059820539,0
7650,77279,7623,1844,140,951,483,153,49,3806,333,2081,2414,22,6486,36,047,054700,36047054700,0.24189951462678735,0.076540504,1636,0.4298476090383605,0.8620546810273405,0.003391921
2191,83750,2187,343,47,305,249,31,31,1289,312,482,794,0,2043,36,047,054800,36047054800,0.1568358481938729,-0.008523163,616,0.4778898370830101,0.6070528967254408,0
4781,163269,4756,1073,82,1444,494,124,17,3287,252,1696,1948,23,4382,36,047,054900,36047054900,0.22560975609756098,0.060250745,2079,0.6324916337085489,0.8706365503080082,0.005248745
3646,58409,3638,862,51,461,362,56,150,2481,449,1027,1476,10,3459,36,047,055000,36047055000,0.23694337548103353,0.071584364,1029,0.4147521160822249,0.695799458,0.002891009
5936,120841,5935,757,223,1717,1014,161,51,4839,609,2190,2799,78,5578,36,047,055100,36047055100,0.12754844144903116,-0.03781057,2943,0.6081835089894606,0.782422294,0.013983506633201864
3645,91731,3645,348,93,756,482,76,8,2909,329,1081,1410,0,3380,36,047,055200,36047055200,0.095473251,-0.06988576,1322,0.4544517016156755,0.7666666666666667,0
3116,131016,3112,645,96,1234,434,73,37,2454,335,1105,1440,0,3047,36,047,055300,36047055300,0.20726221079691518,0.041903199796349655,1778,0.7245313773431132,0.7673611111111112,0
4058,70833,4058,494,105,1079,390,175,59,2939,274,1398,1672,0,3834,36,047,055400,36047055400,0.12173484475110892,-0.043624166,1703,0.5794487921061585,0.8361244019138756,0
9578,187115,9578,562,358,3349,2052,590,245,7646,1249,3210,4459,0,8663,36,047,055500,36047055500,0.058676132804343285,-0.106682878,6236,0.8155898509024326,0.7198923525454137,0
3498,66048,3493,1087,138,648,255,78,21,2387,444,902,1346,0,3332,36,047,055600,36047055600,0.31119381620383624,0.14583480520327072,1002,0.4197737746124843,0.6701337295690936,0
1763,117353,1763,84,60,823,307,51,17,1495,99,891,990,0,1611,36,047,055700,36047055700,0.047646058,-0.117712953,1198,0.8013377926421404,0.9,0
2438,68994,2431,428,84,335,265,64,79,1713,271,686,957,0,2179,36,047,055800,36047055800,0.1760592348827643,0.010700223882198767,743,0.43374197314652657,0.7168234064785789,0
3623,68859,3620,511,85,699,197,133,85,2642,584,865,1449,0,3386,36,047,056000,36047056000,0.14116022099447514,-0.02419879,1114,0.42165026495079483,0.5969634230503795,0
3646,146250,3607,217,127,1376,466,163,28,2897,329,1376,1705,0,3542,36,047,056100,36047056100,0.060160798,-0.105198213,2033,0.7017604418363824,0.8070381231671554,0
1904,122292,1904,15,64,322,170,41,20,1153,487,58,545,3,1735,36,047,056200,36047056200,0.007878151,-0.15748086,553,0.47961838681699914,0.10642201834862386,0.001729107
4454,139760,4450,500,18,1403,601,83,75,3590,332,1625,1957,50,4083,36,047,056301,36047056301,0.11235955056179775,-0.05299946,2162,0.6022284122562674,0.83035258,0.012245898
1791,76908,1791,184,0,318,341,0,0,1360,0,888,888,10,1603,36,047,056302,36047056302,0.1027359017308766,-0.062623109,659,0.48455882352941176,1,0.006238303
2573,84524,2561,255,172,603,270,38,64,1877,911,133,1044,0,2379,36,047,056400,36047056400,0.09957048,-0.065788531,975,0.5194459243473628,0.12739463601532566,0
3332,113634,3332,215,100,1047,612,133,76,2835,262,1639,1901,0,3137,36,047,056500,36047056500,0.06452581,-0.100833201,1868,0.6589065255731923,0.8621778011572856,0
2430,79236,2409,619,45,377,274,19,42,1910,375,486,861,6,2329,36,047,056600,36047056600,0.2569530925695309,0.091594082,712,0.37277486910994767,0.5644599303135889,0.002576213
1428,88661,1428,332,45,262,89,16,20,985,362,191,553,0,1344,36,047,056800,36047056800,0.23249299719887956,0.067133986,387,0.3928934010152284,0.3453887884267631,0
1796,155804,1762,61,105,608,350,28,31,1459,297,550,847,7,1736,36,047,056900,36047056900,0.034619750283768444,-0.130739261,1017,0.6970527758738863,0.6493506493506493,0.004032258
3696,77121,3531,341,614,510,473,53,41,2990,1464,155,1619,5,3458,36,047,057000,36047057000,0.096573209,-0.068785802,1077,0.3602006688963211,0.09573811,0.001445922
4014,135188,4014,267,107,1278,633,122,19,3264,309,1674,1983,0,3692,36,047,057100,36047057100,0.06651719,-0.098841821,2052,0.6286764705882353,0.8441754916792739,0
5520,40330,5520,1753,0,343,128,0,0,3256,0,2098,2098,20,5053,36,047,057200,36047057200,0.31757246376811593,0.1522134527675504,471,0.14465601965601965,1,0.003958045
2378,106765,2367,248,193,891,339,79,41,2124,420,860,1280,0,2306,36,047,057300,36047057300,0.10477397549640896,-0.060585036,1350,0.63559322,0.671875,0
2653,89125,2653,380,128,673,292,37,14,2052,710,287,997,0,2555,36,047,057400,36047057400,0.14323407463249152,-0.022124936,1016,0.4951267056530214,0.28786359077231694,0
5148,138750,5131,583,23,2305,693,163,22,4181,245,2098,2343,0,4671,36,047,057500,36047057500,0.11362307542389398,-0.051735936,3183,0.7613011241329826,0.8954332052923603,0
2905,81711,2898,354,268,449,259,28,11,2175,622,390,1012,0,2761,36,047,057600,36047057600,0.12215320910973085,-0.043205802,747,0.34344827586206894,0.38537549407114624,0
3066,53939,3047,765,61,489,245,34,70,2256,377,801,1178,0,2853,36,047,057800,36047057800,0.25106662290777815,0.085707612,838,0.37145390070921985,0.6799660441426146,0
